debtor_id,age,fico_score,days_overdue,income_level,has_collateral,region_risk,payment_history,bankruptcy_flag,pensioner_flag,recovery_probability
DEBTOR_00919,56,488,12,medium,0,1,18.0,0,0,0.7445
DEBTOR_00920,29,799,29,medium,1,4,22.5,0,0,0.8504
DEBTOR_00921,78,823,43,low,0,1,59.51,0,0,0.9403
DEBTOR_00922,80,683,157,high,1,2,58.08,0,1,0.381
DEBTOR_00923,80,627,2,high,0,3,62.99,0,1,0.2803
DEBTOR_00924,77,461,13,low,0,3,20.06,0,0,0.5686
DEBTOR_00925,63,487,109,low,0,3,11.71,0,1,0.1094
DEBTOR_00926,42,307,316,medium,0,4,25.88,0,0,0.0212
DEBTOR_00927,39,464,41,medium,0,3,30.28,0,0,0.7076
DEBTOR_00928,81,396,11,medium,0,5,6.7,0,1,0.214
DEBTOR_00929,25,303,243,medium,0,3,50.38,0,0,0.0
DEBTOR_00930,75,660,64,low,0,3,29.99,0,1,0.1803
DEBTOR_00931,44,701,43,low,0,3,18.83,0,0,0.6355
DEBTOR_00932,28,506,50,low,1,3,34.45,0,0,0.8068
DEBTOR_00933,29,359,335,low,0,3,71.55,0,0,0.1613
DEBTOR_00934,79,788,25,low,0,3,54.38,0,1,0.2099
DEBTOR_00935,27,499,67,low,0,5,6.23,1,0,0.0
DEBTOR_00936,60,767,134,low,0,2,10.41,0,1,0.1622
DEBTOR_00937,62,613,15,low,1,3,26.85,0,0,0.8796
DEBTOR_00938,73,361,42,low,0,2,37.31,0,1,0.1166
DEBTOR_00939,61,494,73,medium,0,3,7.09,0,0,0.496
DEBTOR_00940,46,479,55,medium,1,5,10.14,0,0,0.4208
DEBTOR_00941,33,576,94,high,0,5,29.63,0,0,0.6128
DEBTOR_00942,76,625,46,high,1,3,18.76,0,1,0.3663
DEBTOR_00943,63,804,239,high,0,3,31.33,0,1,0.1284
DEBTOR_00944,77,362,53,low,0,3,21.38,0,1,0.1445
DEBTOR_00945,62,385,54,low,0,3,44.69,0,1,0.1772
DEBTOR_00946,53,361,56,medium,0,3,46.09,0,0,0.6157
DEBTOR_00947,76,749,16,low,0,4,37.09,0,0,0.9234
DEBTOR_00948,58,755,81,medium,0,4,57.14,0,0,0.755
DEBTOR_00949,47,318,23,low,0,2,24.27,0,0,0.5152
DEBTOR_00950,42,452,317,low,1,4,18.5,0,0,0.3002
DEBTOR_00951,47,699,40,high,0,1,21.37,0,0,0.7544
DEBTOR_00952,50,457,82,medium,0,3,34.39,0,0,0.5445
DEBTOR_00953,54,690,8,high,0,2,29.93,0,0,0.7632
DEBTOR_00954,84,445,22,medium,0,2,29.03,0,1,0.0424
DEBTOR_00955,53,548,53,high,0,2,30.77,0,0,0.732
DEBTOR_00956,57,468,5,low,0,5,8.0,0,0,0.3691
DEBTOR_00957,55,452,53,medium,0,4,23.57,0,0,0.4527
DEBTOR_00958,20,659,136,medium,1,1,8.24,0,0,0.7325
DEBTOR_00959,74,748,5,high,0,4,7.49,0,1,0.2351
DEBTOR_00960,46,714,64,low,0,3,29.7,0,0,0.7853
DEBTOR_00961,25,460,9,medium,1,2,31.22,0,0,0.7575
DEBTOR_00962,23,551,81,medium,1,3,37.42,0,0,0.7152
DEBTOR_00963,49,472,1,low,0,1,35.43,0,0,0.6949
DEBTOR_00964,35,315,67,low,1,2,42.31,0,0,0.4546
DEBTOR_00965,78,646,35,low,1,3,6.84,0,0,0.693
DEBTOR_00966,84,584,28,low,0,2,5.73,0,1,0.286
DEBTOR_00967,25,697,38,low,0,5,52.82,0,0,0.7644
DEBTOR_00968,43,848,350,low,0,3,53.68,0,0,0.2577
DEBTOR_00969,83,317,109,low,0,5,42.33,0,1,0.1259
DEBTOR_00970,22,538,23,medium,0,1,7.92,0,0,0.6345
DEBTOR_00971,74,457,75,medium,0,3,43.64,0,1,0.138
DEBTOR_00972,28,540,56,high,1,2,45.01,0,0,0.8055
DEBTOR_00973,46,715,85,high,0,2,8.54,1,0,0.0
DEBTOR_00974,62,678,45,low,0,5,14.96,0,0,0.609
DEBTOR_00975,32,614,18,low,0,4,38.18,0,0,0.6532
DEBTOR_00976,36,657,259,low,0,3,29.58,0,0,0.2868
DEBTOR_00977,50,485,31,high,0,3,4.79,0,0,0.4658
DEBTOR_00978,64,774,25,low,0,1,34.92,0,0,0.9793
DEBTOR_00979,68,633,115,medium,1,4,10.69,0,1,0.2569
DEBTOR_00980,42,844,23,low,0,1,8.51,0,0,0.9291
DEBTOR_00981,59,446,77,medium,0,3,36.19,0,0,0.5267
DEBTOR_00982,40,553,1,medium,1,4,37.78,0,0,0.722
DEBTOR_00983,36,532,189,medium,1,2,57.57,0,0,0.7254
DEBTOR_00984,30,745,62,medium,1,4,50.24,0,0,0.9329
DEBTOR_00985,38,393,8,low,0,3,63.03,0,0,0.683
DEBTOR_00986,76,375,344,low,1,4,12.23,0,1,0.0889
DEBTOR_00987,55,792,273,low,1,5,66.56,0,0,0.6283
DEBTOR_00988,59,815,20,low,0,3,23.45,0,0,0.9127
DEBTOR_00989,71,525,19,medium,0,1,41.4,0,0,0.6139
DEBTOR_00990,69,418,38,high,1,1,38.3,0,1,0.2748
DEBTOR_00991,72,452,39,medium,0,4,34.56,0,1,0.1684
DEBTOR_00992,80,698,227,medium,0,2,22.59,0,1,0.218
DEBTOR_00993,45,386,31,low,1,4,58.14,0,0,0.6542
DEBTOR_00994,29,316,315,medium,1,4,23.17,0,0,0.1138
DEBTOR_00995,49,450,15,low,0,3,8.18,0,0,0.6154
DEBTOR_00996,71,719,1,low,0,3,29.09,0,0,0.7696
DEBTOR_00997,68,437,19,medium,0,2,32.97,0,1,0.1899
DEBTOR_00998,66,727,57,low,0,3,16.54,0,1,0.2885
DEBTOR_00999,71,336,19,medium,1,4,52.02,0,1,0.0882
DEBTOR_01000,64,338,25,low,1,4,49.68,0,1,0.0713
DEBTOR_01001,20,708,82,low,0,1,20.76,0,0,0.8339
DEBTOR_01002,41,452,14,low,0,2,23.26,0,0,0.7119
DEBTOR_01003,84,375,36,high,0,3,65.37,1,1,0.0
DEBTOR_01004,20,684,49,high,1,1,21.94,0,0,1.0
DEBTOR_01005,42,682,25,low,0,3,34.12,0,0,0.8315
DEBTOR_01006,74,378,135,high,0,2,49.31,0,0,0.3338
DEBTOR_01007,66,655,247,low,0,3,18.34,0,0,0.4439
DEBTOR_01008,24,310,76,low,0,1,31.07,0,0,0.5492
DEBTOR_01009,46,349,78,low,0,3,44.35,0,0,0.4354
DEBTOR_01010,20,742,2,medium,0,4,45.48,0,0,0.7888
DEBTOR_01011,35,600,15,medium,0,5,12.08,0,0,0.6127
DEBTOR_01012,53,515,4,high,0,2,33.28,0,0,0.7068
DEBTOR_01013,61,707,29,low,0,3,15.6,0,1,0.1822
DEBTOR_01014,41,760,12,high,0,2,14.7,0,0,0.7666
DEBTOR_01015,29,361,84,medium,0,3,13.38,0,0,0.4888
DEBTOR_01016,31,316,213,low,0,4,5.22,0,0,0.0041
DEBTOR_01017,53,691,18,medium,1,2,19.31,0,0,0.9613
DEBTOR_01018,45,561,97,medium,0,5,35.44,0,0,0.4419
DEBTOR_01019,62,311,72,low,0,2,41.34,0,1,0.2235
DEBTOR_01020,49,413,36,medium,0,2,16.62,0,0,0.7937
DEBTOR_01021,64,685,111,low,0,3,23.68,0,0,0.7366
DEBTOR_01022,23,464,96,low,1,5,20.3,0,0,0.7022
DEBTOR_01023,26,346,21,medium,0,4,19.52,0,0,0.4372
DEBTOR_01024,63,388,85,low,0,3,9.62,0,0,0.2484
DEBTOR_01025,55,534,78,low,0,3,18.76,0,0,0.4772
DEBTOR_01026,31,368,323,low,0,4,10.57,0,0,0.0187
DEBTOR_01027,77,836,140,low,0,5,76.45,0,0,0.6249
DEBTOR_01028,65,471,5,medium,1,3,13.16,0,0,0.7851
DEBTOR_01029,49,346,101,high,0,3,45.19,0,0,0.3892
DEBTOR_01030,49,437,27,low,0,5,6.95,0,0,0.3427
DEBTOR_01031,69,483,110,low,1,3,13.59,0,1,0.1725
DEBTOR_01032,38,395,3,medium,0,2,42.64,0,0,0.6843
DEBTOR_01033,73,516,14,medium,0,2,50.59,0,1,0.2478
DEBTOR_01034,75,316,9,medium,0,3,48.41,0,1,0.0866
DEBTOR_01035,31,779,4,medium,0,4,12.22,0,0,0.7793
DEBTOR_01036,58,423,25,low,0,2,30.27,0,0,0.6282
DEBTOR_01037,41,641,13,medium,1,1,8.93,0,0,0.9546
DEBTOR_01038,22,573,87,low,0,3,39.11,0,0,0.5771
DEBTOR_01039,34,545,7,medium,0,4,22.81,0,0,0.7617
DEBTOR_01040,23,611,103,low,1,3,56.22,0,0,0.8695
DEBTOR_01041,19,549,2,low,1,4,15.16,0,0,0.9391
DEBTOR_01042,68,521,18,high,1,2,17.02,0,1,0.2249
DEBTOR_01043,79,393,175,low,0,4,28.46,1,0,0.1188
DEBTOR_01044,22,724,22,medium,0,1,29.55,0,0,0.9728
DEBTOR_01045,62,757,32,high,0,3,18.12,0,0,0.7865
DEBTOR_01046,63,470,83,low,0,4,29.6,0,1,0.1255
DEBTOR_01047,22,365,48,medium,0,2,30.31,0,0,0.6056
DEBTOR_01048,50,832,274,low,0,3,14.68,0,0,0.3056
DEBTOR_01049,35,833,24,medium,0,4,56.99,0,0,0.9964
DEBTOR_01050,69,509,22,medium,0,3,54.35,0,0,0.7701
DEBTOR_01051,54,671,50,low,0,4,44.4,0,0,0.7672
DEBTOR_01052,32,399,45,medium,1,3,44.73,0,0,0.7336
DEBTOR_01053,63,327,161,low,1,4,15.82,0,0,0.4306
DEBTOR_01054,69,648,116,low,0,2,36.49,0,0,0.774
DEBTOR_01055,31,594,48,low,1,3,58.81,0,0,0.8216
DEBTOR_01056,35,474,69,low,0,2,26.84,0,0,0.7964
DEBTOR_01057,31,670,16,medium,0,4,75.3,0,0,0.7628
DEBTOR_01058,59,548,84,high,1,3,13.89,0,0,0.7321
DEBTOR_01059,39,653,3,low,1,4,29.26,0,0,0.8388
DEBTOR_01060,42,596,7,medium,1,2,18.7,0,0,0.8304
DEBTOR_01061,70,406,66,medium,1,2,34.94,0,0,0.8691
DEBTOR_01062,56,579,6,medium,0,2,30.65,0,0,0.7917
DEBTOR_01063,57,729,179,medium,0,2,9.96,0,0,0.6689
DEBTOR_01064,81,674,83,high,0,3,19.59,0,1,0.1745
DEBTOR_01065,27,342,153,medium,0,4,54.7,0,0,0.3851
DEBTOR_01066,31,380,42,high,0,2,45.4,0,0,0.5845
DEBTOR_01067,78,406,41,medium,0,4,40.7,0,0,0.621
DEBTOR_01068,71,759,10,medium,0,3,34.91,0,0,0.9242
DEBTOR_01069,39,335,153,medium,0,1,49.91,0,0,0.686
DEBTOR_01070,32,317,18,low,1,4,24.88,0,0,0.5975
DEBTOR_01071,60,629,23,high,1,4,52.74,0,0,0.9595
DEBTOR_01072,18,416,49,medium,0,3,18.15,0,0,0.5625
DEBTOR_01073,40,626,73,low,0,4,53.63,0,0,0.5239
DEBTOR_01074,56,354,48,medium,0,4,37.83,0,0,0.4755
DEBTOR_01075,76,744,36,low,0,3,9.1,0,0,0.6971
DEBTOR_01076,45,565,45,low,0,4,22.29,0,0,0.4979
DEBTOR_01077,19,494,26,low,1,4,35.81,0,0,0.705
DEBTOR_01078,34,714,179,high,0,4,53.75,0,0,0.5682
DEBTOR_01079,83,782,19,low,0,5,44.25,0,0,0.7809
DEBTOR_01080,64,395,112,medium,1,3,33.24,0,1,0.2264
DEBTOR_01081,66,705,13,high,1,3,26.83,0,0,1.0
DEBTOR_01082,25,302,27,low,0,4,41.98,0,0,0.3239
DEBTOR_01083,51,326,37,high,1,4,39.31,0,0,0.6141
DEBTOR_01084,67,762,15,high,0,3,23.56,0,1,0.3484
DEBTOR_01085,39,727,175,medium,0,2,7.45,0,0,0.5372
DEBTOR_01086,75,845,25,low,0,4,44.73,0,1,0.2016
DEBTOR_01087,61,611,10,medium,0,3,29.66,0,0,0.6631
DEBTOR_01088,24,553,10,medium,0,2,27.67,0,0,0.7306
DEBTOR_01089,70,304,77,low,0,4,46.31,0,1,0.366
DEBTOR_01090,76,730,84,medium,0,3,57.1,0,1,0.2438
DEBTOR_01091,78,696,25,medium,0,1,33.15,1,1,0.0541
DEBTOR_01092,22,718,20,high,0,4,25.93,0,0,0.7546
DEBTOR_01093,36,391,301,medium,1,3,23.49,0,0,0.2928
DEBTOR_01094,33,825,50,low,0,4,35.06,0,0,0.7447
DEBTOR_01095,57,433,142,medium,0,3,41.32,0,0,0.3958
DEBTOR_01096,78,320,282,medium,0,4,37.66,0,1,0.0796
DEBTOR_01097,48,575,92,low,0,3,7.87,0,0,0.5386
DEBTOR_01098,52,400,7,low,1,1,48.81,0,0,0.8008
DEBTOR_01099,19,350,26,low,1,3,22.69,0,0,0.6129
DEBTOR_01100,23,557,25,medium,0,5,8.19,0,0,0.5475
DEBTOR_01101,63,508,12,high,0,2,19.73,0,1,0.2698
DEBTOR_01102,57,696,105,medium,1,3,54.75,0,0,0.888
DEBTOR_01103,83,393,127,low,0,1,55.36,0,0,0.5057
DEBTOR_01104,21,367,165,low,0,3,2.32,0,0,0.0323
DEBTOR_01105,59,601,16,low,0,3,51.44,0,0,0.8211
DEBTOR_01106,19,693,18,medium,0,1,15.32,0,0,0.7846
DEBTOR_01107,61,775,125,low,0,3,41.9,0,1,0.2827
DEBTOR_01108,84,534,64,low,0,2,43.19,0,0,0.6981
DEBTOR_01109,80,684,179,medium,0,2,24.68,0,1,0.0858
DEBTOR_01110,75,351,16,low,1,4,52.48,0,0,0.6899
DEBTOR_01111,77,520,139,low,0,4,5.27,0,1,0.0246
DEBTOR_01112,52,575,12,medium,0,4,28.13,0,0,0.6441
DEBTOR_01113,37,770,122,medium,0,3,35.71,0,0,0.7092
DEBTOR_01114,72,488,14,low,0,3,43.85,0,1,0.2043
DEBTOR_01115,36,843,54,medium,0,3,50.92,0,0,0.6958
DEBTOR_01116,75,674,8,high,0,3,51.3,0,1,0.2196
DEBTOR_01117,36,793,15,low,0,3,26.85,0,0,0.9381
DEBTOR_01118,51,588,33,medium,1,3,26.25,0,0,0.9259
DEBTOR_01119,62,316,18,medium,0,3,14.35,0,1,0.1964
DEBTOR_01120,22,440,3,medium,1,3,9.79,0,0,0.7611
DEBTOR_01121,67,548,71,high,0,4,20.4,0,0,0.6653
DEBTOR_01122,22,680,63,medium,0,3,19.75,0,0,0.7906
DEBTOR_01123,22,825,81,medium,0,4,25.29,0,0,0.7494
DEBTOR_01124,33,512,35,medium,0,3,28.65,0,0,0.67
DEBTOR_01125,21,775,106,medium,1,4,37.52,0,0,0.8392
DEBTOR_01126,52,582,25,medium,0,3,29.05,0,0,0.6542
DEBTOR_01127,56,310,55,low,0,3,55.62,0,0,0.5046
DEBTOR_01128,62,672,2,medium,0,5,7.51,0,0,0.528
DEBTOR_01129,31,721,6,high,1,4,32.75,0,0,0.9943
DEBTOR_01130,59,728,61,medium,0,1,42.5,0,0,0.7307
DEBTOR_01131,49,639,20,low,0,3,35.35,0,0,0.7757
DEBTOR_01132,53,565,271,medium,1,4,28.25,0,0,0.3496
DEBTOR_01133,53,366,246,low,1,4,28.2,0,0,0.2472
DEBTOR_01134,64,773,71,medium,0,4,52.74,0,0,0.8467
DEBTOR_01135,71,345,138,low,0,3,28.35,0,1,0.1871
DEBTOR_01136,29,565,16,medium,0,4,40.03,0,0,0.724
DEBTOR_01137,72,643,6,medium,0,3,25.58,0,1,0.2214
DEBTOR_01138,24,369,284,low,0,3,14.36,0,0,0.0816
DEBTOR_01139,79,801,268,low,0,1,63.71,0,0,0.5295
DEBTOR_01140,68,847,69,low,1,1,51.07,0,0,1.0
DEBTOR_01141,46,685,22,low,0,3,27.43,0,0,0.9154
DEBTOR_01142,39,479,77,high,0,3,45.02,0,0,0.6879
DEBTOR_01143,61,462,39,low,0,3,9.52,0,0,0.4767
DEBTOR_01144,76,515,69,low,0,3,46.77,1,1,0.0
DEBTOR_01145,30,481,84,low,1,3,29.75,0,0,0.8235
DEBTOR_01146,36,788,17,low,1,4,43.27,0,0,0.9937
DEBTOR_01147,41,383,60,low,1,4,25.98,0,0,0.5759
DEBTOR_01148,83,495,16,high,1,3,43.19,0,1,0.1854
DEBTOR_01149,40,391,40,low,0,3,45.97,0,0,0.451
DEBTOR_01150,56,836,20,low,1,3,15.12,0,0,0.9455
DEBTOR_01151,72,580,70,medium,0,1,36.52,0,1,0.2089
DEBTOR_01152,63,809,3,low,0,2,19.9,0,0,1.0
DEBTOR_01153,31,615,4,medium,0,3,30.31,0,0,0.8449
DEBTOR_01154,36,683,259,medium,0,3,13.27,0,0,0.4068
DEBTOR_01155,27,630,4,high,0,4,5.08,0,0,0.6047
DEBTOR_01156,84,569,9,high,0,3,11.81,0,1,0.1796
DEBTOR_01157,76,312,67,low,0,3,35.22,0,1,0.0653
DEBTOR_01158,37,445,28,low,0,2,49.11,0,0,0.6742
DEBTOR_01159,58,642,6,medium,0,3,22.4,0,0,0.8127
DEBTOR_01160,58,683,12,low,1,4,60.85,0,0,1.0
DEBTOR_01161,79,785,21,high,0,3,16.84,0,1,0.3605
DEBTOR_01162,52,435,20,high,0,2,63.42,0,0,0.6458
DEBTOR_01163,18,392,3,low,1,4,10.07,0,0,0.5883
DEBTOR_01164,71,446,311,medium,1,3,45.07,0,1,0.1074
DEBTOR_01165,71,626,28,low,0,2,25.67,0,0,0.7298
DEBTOR_01166,47,450,1,low,1,3,3.53,0,0,0.6588
DEBTOR_01167,72,503,11,low,0,3,21.97,0,1,0.128
DEBTOR_01168,55,536,62,low,0,2,67.48,0,0,0.6876
DEBTOR_01169,56,309,10,low,0,3,33.66,0,0,0.4342
DEBTOR_01170,47,306,37,medium,0,3,23.78,0,0,0.3662
DEBTOR_01171,67,316,83,medium,0,3,31.9,0,1,0.068
DEBTOR_01172,46,796,24,low,0,3,67.03,0,0,0.9163
DEBTOR_01173,46,344,24,high,1,1,19.12,0,0,0.812
DEBTOR_01174,62,369,36,low,1,1,4.83,0,0,0.6092
DEBTOR_01175,74,727,33,low,1,5,5.98,1,0,0.0
DEBTOR_01176,76,353,31,low,1,2,57.41,0,1,0.3812
DEBTOR_01177,30,470,20,medium,0,4,32.37,0,0,0.5023
DEBTOR_01178,41,439,61,low,0,3,16.21,0,0,0.4364
DEBTOR_01179,18,614,269,low,0,2,37.4,0,0,0.3922
DEBTOR_01180,22,681,336,medium,0,3,33.99,0,0,0.3516
DEBTOR_01181,26,303,124,high,0,3,14.3,0,0,0.1696
DEBTOR_01182,24,662,89,low,1,3,13.43,0,0,0.7931
DEBTOR_01183,72,541,8,medium,0,4,54.87,0,1,0.2
DEBTOR_01184,70,316,133,low,0,3,26.54,0,0,0.3566
DEBTOR_01185,64,768,10,high,1,3,18.87,0,1,0.2653
DEBTOR_01186,35,521,146,low,0,3,23.56,0,0,0.4543
DEBTOR_01187,79,397,178,medium,0,3,44.4,0,1,0.1851
DEBTOR_01188,63,775,176,medium,0,2,18.66,0,0,0.6907
DEBTOR_01189,36,695,28,low,0,4,21.28,0,0,0.608
DEBTOR_01190,21,538,16,low,0,3,27.58,0,0,0.626
DEBTOR_01191,83,538,149,low,1,5,32.73,0,1,0.199
DEBTOR_01192,84,335,26,low,0,4,12.77,0,0,0.3423
DEBTOR_01193,38,638,359,low,0,3,33.71,0,0,0.1557
DEBTOR_01194,52,318,83,high,1,3,35.26,0,0,0.5759
DEBTOR_01195,78,786,53,low,0,3,24.59,0,0,0.9038
DEBTOR_01196,43,660,22,low,0,5,22.94,0,0,0.7583
DEBTOR_01197,36,758,2,medium,1,1,31.04,0,0,1.0
DEBTOR_01198,71,674,124,high,0,3,37.88,0,1,0.1209
DEBTOR_01199,55,328,176,low,0,2,24.82,0,0,0.2269
DEBTOR_01200,56,353,248,low,0,3,18.47,0,0,0.2516
DEBTOR_01201,50,631,64,medium,0,5,12.84,0,0,0.5925
DEBTOR_01202,68,697,120,medium,0,3,39.68,0,0,0.5176
DEBTOR_01203,29,684,154,medium,0,4,35.57,0,0,0.609
DEBTOR_01204,18,731,220,high,0,3,24.73,0,0,0.5407
DEBTOR_01205,37,330,8,low,0,4,34.41,0,0,0.5071
DEBTOR_01206,41,522,4,medium,0,2,37.87,0,0,0.7283
DEBTOR_01207,35,593,73,medium,0,4,8.4,0,0,0.503
DEBTOR_01208,66,633,61,low,0,3,4.62,0,0,0.6898
DEBTOR_01209,21,762,68,medium,0,3,13.21,0,0,0.7329
DEBTOR_01210,26,729,77,medium,1,4,28.76,0,0,0.8111
DEBTOR_01211,23,829,82,low,0,5,31.06,0,0,0.7415
DEBTOR_01212,80,647,64,medium,0,4,23.1,0,1,0.1113
DEBTOR_01213,62,640,123,low,0,2,21.24,0,1,0.0132
DEBTOR_01214,19,720,131,low,0,1,21.61,0,0,0.7301
DEBTOR_01215,61,595,11,high,1,4,19.44,0,0,0.6909
DEBTOR_01216,83,317,27,low,0,5,39.75,0,0,0.3647
DEBTOR_01217,64,379,27,low,0,3,8.02,0,1,0.1113
DEBTOR_01218,39,329,153,high,1,3,13.4,0,0,0.3517
DEBTOR_01219,32,371,6,low,0,2,36.49,0,0,0.6544
DEBTOR_01220,29,378,340,low,0,5,22.39,0,0,0.0
DEBTOR_01221,84,797,25,medium,0,2,33.2,0,1,0.2014
DEBTOR_01222,55,695,7,medium,0,3,12.98,0,0,0.7259
DEBTOR_01223,31,569,171,medium,0,3,53.05,0,0,0.388
DEBTOR_01224,75,580,230,medium,0,1,30.89,0,0,0.4799
DEBTOR_01225,65,549,177,low,0,1,38.48,0,1,0.1353
DEBTOR_01226,53,579,172,medium,0,4,9.42,0,0,0.3411
DEBTOR_01227,24,406,88,medium,0,4,80.74,0,0,0.5727
DEBTOR_01228,27,330,65,medium,1,4,62.86,0,0,0.5954
DEBTOR_01229,49,584,6,low,0,3,19.96,0,0,0.6633
DEBTOR_01230,50,431,166,medium,0,5,5.5,0,0,0.1763
DEBTOR_01231,66,809,274,high,0,1,23.88,0,1,0.1439
DEBTOR_01232,26,824,23,low,0,2,8.32,0,0,0.947
DEBTOR_01233,36,803,46,low,0,3,23.99,0,0,0.7182
DEBTOR_01234,44,777,138,medium,0,2,60.13,0,0,0.8523
DEBTOR_01235,25,717,37,low,1,4,40.62,0,0,0.924
DEBTOR_01236,59,405,186,low,1,2,24.91,0,0,0.4704
DEBTOR_01237,57,539,60,medium,0,2,70.99,0,0,0.7242
DEBTOR_01238,73,743,32,high,0,2,43.69,0,1,0.1871
DEBTOR_01239,51,802,23,low,0,1,10.89,0,0,1.0
DEBTOR_01240,67,541,9,high,0,4,37.63,0,0,0.4097
DEBTOR_01241,25,452,98,medium,0,3,14.65,0,0,0.3881
DEBTOR_01242,84,678,64,low,0,3,37.46,0,0,0.6736
DEBTOR_01243,29,775,95,high,0,4,21.4,0,0,0.7155
DEBTOR_01244,74,498,95,medium,0,2,21.99,0,1,0.1077
DEBTOR_01245,82,720,12,low,1,3,5.9,0,0,1.0
DEBTOR_01246,62,336,23,low,0,1,41.99,0,0,0.5567
DEBTOR_01247,25,618,356,medium,1,3,11.76,0,0,0.2478
DEBTOR_01248,76,549,128,low,0,4,18.41,0,1,0.0342
DEBTOR_01249,21,654,9,medium,0,3,32.07,0,0,0.8363
DEBTOR_01250,47,829,125,low,1,5,12.79,0,0,0.6444
DEBTOR_01251,56,822,152,low,0,3,52.44,0,0,0.7214
DEBTOR_01252,51,837,138,low,0,1,7.99,0,0,0.7262
DEBTOR_01253,43,459,10,low,1,4,29.38,0,0,0.641
DEBTOR_01254,51,574,35,high,0,4,10.0,0,0,0.5568
DEBTOR_01255,53,634,27,low,0,4,59.27,0,0,0.7973
DEBTOR_01256,18,611,86,medium,0,2,21.75,0,0,0.4704
DEBTOR_01257,50,697,54,medium,0,2,14.97,0,0,0.7774
DEBTOR_01258,52,712,84,high,0,3,37.59,0,0,0.8131
DEBTOR_01259,55,497,232,medium,0,3,45.15,0,0,0.266
DEBTOR_01260,48,339,298,high,0,5,30.07,0,0,0.0699
DEBTOR_01261,55,591,87,low,0,3,10.66,0,0,0.5629
DEBTOR_01262,24,322,83,high,0,5,24.19,0,0,0.2391
DEBTOR_01263,65,590,85,low,1,3,10.82,0,1,0.2226
DEBTOR_01264,42,588,13,low,0,3,4.18,0,0,0.7621
DEBTOR_01265,32,501,53,low,1,5,6.79,0,0,0.5626
DEBTOR_01266,19,514,209,medium,0,3,48.14,0,0,0.3847
DEBTOR_01267,48,485,55,medium,0,2,47.16,0,0,0.6001
DEBTOR_01268,34,470,83,low,0,3,17.7,0,0,0.4712
DEBTOR_01269,47,556,58,low,0,5,55.84,0,0,0.5846
DEBTOR_01270,80,555,11,low,0,3,11.97,0,1,0.0807
DEBTOR_01271,63,382,29,low,1,3,40.12,0,1,0.3467
DEBTOR_01272,31,632,5,medium,0,3,17.71,0,0,0.7146
DEBTOR_01273,55,797,41,high,1,4,19.52,0,0,0.893
DEBTOR_01274,76,719,104,low,1,3,56.43,0,0,0.874
DEBTOR_01275,29,382,24,low,1,2,73.97,0,0,0.8484
DEBTOR_01276,81,300,267,low,0,4,49.04,0,1,0.0935
DEBTOR_01277,61,801,26,low,0,5,10.7,0,1,0.0248
DEBTOR_01278,83,690,99,medium,0,4,17.24,0,1,0.1256
DEBTOR_01279,61,541,162,high,1,2,14.52,0,1,0.1742
DEBTOR_01280,46,436,66,low,0,4,36.42,0,0,0.4743
DEBTOR_01281,32,557,75,low,0,5,44.09,0,0,0.5819
DEBTOR_01282,31,622,153,low,1,1,25.43,0,0,0.7688
DEBTOR_01283,25,468,27,medium,0,1,23.84,0,0,0.7172
DEBTOR_01284,73,364,13,low,0,3,44.05,0,1,0.2934
DEBTOR_01285,43,842,159,low,0,1,12.35,0,0,0.6834
DEBTOR_01286,28,425,11,medium,1,2,50.31,0,0,0.7745
DEBTOR_01287,57,653,14,medium,0,5,48.46,0,0,0.7077
DEBTOR_01288,36,492,38,low,0,3,26.9,0,0,0.5357
DEBTOR_01289,47,415,82,low,0,3,20.59,0,0,0.4921
DEBTOR_01290,66,610,8,medium,0,1,26.36,0,0,0.8264
DEBTOR_01291,29,761,164,medium,1,3,9.56,0,0,0.7429
DEBTOR_01292,65,531,60,low,0,3,40.13,0,1,0.3144
DEBTOR_01293,19,737,61,low,0,4,57.03,0,0,0.8264
DEBTOR_01294,62,656,37,low,0,4,11.77,0,1,0.2138
DEBTOR_01295,42,382,23,low,0,4,34.69,0,0,0.3901
DEBTOR_01296,25,494,52,low,1,1,30.07,0,0,0.7663
DEBTOR_01297,28,575,22,low,1,3,46.4,0,0,0.8057
DEBTOR_01298,38,691,25,medium,0,3,40.23,0,0,0.8569
DEBTOR_01299,28,394,76,low,0,3,46.72,0,0,0.5916
DEBTOR_01300,32,766,21,low,0,4,31.39,0,0,0.8332
DEBTOR_01301,28,749,217,low,0,2,36.97,0,0,0.5987
DEBTOR_01302,52,832,70,medium,0,2,27.74,0,0,0.6737
DEBTOR_01303,36,664,122,medium,0,2,33.43,0,0,0.7655
DEBTOR_01304,78,646,12,high,0,2,19.73,0,1,0.2503
DEBTOR_01305,72,783,6,low,0,2,15.88,0,1,0.329
DEBTOR_01306,82,747,83,medium,0,1,30.44,0,1,0.205
DEBTOR_01307,20,555,19,low,0,4,26.18,0,0,0.5674
DEBTOR_01308,33,788,16,medium,0,3,29.41,0,0,0.8163
DEBTOR_01309,35,697,48,high,0,3,41.34,0,0,0.836
DEBTOR_01310,83,670,4,medium,0,2,15.99,0,0,0.7877
DEBTOR_01311,19,542,40,low,0,3,29.78,0,0,0.6726
DEBTOR_01312,79,592,17,low,1,3,11.92,0,0,0.9365
DEBTOR_01313,51,331,16,low,0,4,29.73,0,0,0.4742
